latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-19.475,145.603,333.9,1.1,1,2020-01-21,00:25,T,79,6.0NRT,301.1,18,D
-19.471,145.61,340.8,1.1,1,2020-01-21,00:25,T,86,6.0NRT,302,30.8,D
-26.095,146.798,337.9,1,1,2020-01-21,00:25,T,79,6.0NRT,318.2,18.9,D
-26.062,147.095,345.1,1,1,2020-01-21,00:25,T,88,6.0NRT,317.8,28.9,D
-25.647,150.53,327.4,1.5,1.2,2020-01-21,00:25,T,70,6.0NRT,302.5,21.3,D
-10.025,147.827,318.9,1.1,1,2020-01-21,00:25,T,49,6.0NRT,297.1,7.6,D
-10.026,147.837,319.5,1.1,1,2020-01-21,00:25,T,46,6.0NRT,297.4,8,D
-19.029,146.633,312.5,1,1,2020-01-21,00:25,T,27,6.0NRT,294.5,6,D
-19.469,145.6,331.6,1.1,1,2020-01-21,00:25,T,75,6.0NRT,302.4,13.9,D
-23.625,148.671,333.3,1.1,1,2020-01-21,00:25,T,84,6.0NRT,298.4,23.3,D
-23.623,148.66,335.3,1.1,1,2020-01-21,00:25,T,86,6.0NRT,297.2,27.1,D
-19.351,144.597,326.5,1.2,1.1,2020-01-21,00:25,T,50,6.0NRT,302.3,10.9,D
-19.477,145.613,330.3,1.1,1,2020-01-21,00:25,T,71,6.0NRT,300.3,13.7,D
-30.809,151.432,329.9,2,1.4,2020-01-21,00:30,T,78,6.0NRT,302.9,53,D
-30.364,146.956,337.5,1.1,1,2020-01-21,00:30,T,80,6.0NRT,313.5,24.1,D
-33.006,146.297,326.6,1.1,1,2020-01-21,00:30,T,24,6.0NRT,310.2,8.6,D
-33.016,146.296,337.1,1.1,1,2020-01-21,00:30,T,83,6.0NRT,311,24.6,D
-33.886,142.684,341.6,1,1,2020-01-21,00:30,T,87,6.0NRT,313.3,27.1,D
-33.888,142.695,354.6,1,1,2020-01-21,00:30,T,96,6.0NRT,314.2,55.2,D
-33.889,142.706,357.8,1,1,2020-01-21,00:30,T,98,6.0NRT,314.5,64.6,D
-37.692,145.032,317.4,1.1,1,2020-01-21,00:30,T,59,6.0NRT,299.8,7.7,D
-37.696,145.025,313.6,1.1,1,2020-01-21,00:30,T,46,6.0NRT,299,5.8,D
-27.402,147.909,331.4,1.1,1.1,2020-01-21,00:30,T,53,6.0NRT,315,11.4,D
-27.412,147.907,340.4,1.1,1.1,2020-01-21,00:30,T,83,6.0NRT,316.7,26.6,D
-27.413,147.918,337.6,1.1,1.1,2020-01-21,00:30,T,79,6.0NRT,316.7,21.9,D
-27.415,147.93,331.7,1.1,1.1,2020-01-21,00:30,T,67,6.0NRT,316.2,11.9,D
-28.234,149.859,335,1.4,1.2,2020-01-21,00:30,T,81,6.0NRT,315.9,23.7,D
-28.238,149.853,331,1.4,1.2,2020-01-21,00:30,T,75,6.0NRT,315.4,15.8,D
-30.807,151.412,322.6,1.9,1.4,2020-01-21,00:30,T,65,6.0NRT,303.5,29.7,D
-30.362,146.945,343.9,1.1,1,2020-01-21,00:30,T,87,6.0NRT,313.6,36.4,D
-19.981,128.028,316.9,1.7,1.3,2020-01-21,02:05,T,35,6.0NRT,293.7,19.9,D
-22.787,120.717,348.1,1,1,2020-01-21,02:05,T,90,6.0NRT,315.4,37.5,D
-22.788,120.727,344.3,1,1,2020-01-21,02:05,T,86,6.0NRT,315.6,29.5,D
-22.796,120.715,333.6,1,1,2020-01-21,02:05,T,66,6.0NRT,312.3,11.3,D
-22.799,120.688,354.8,1,1,2020-01-21,02:05,T,96,6.0NRT,314.7,54,D
-13.96,123.317,314.3,1,1,2020-01-21,02:05,T,59,6.0NRT,292.5,7.4,D
-13.969,123.316,318.6,1,1,2020-01-21,02:05,T,70,6.0NRT,292,11.4,D
-32.826,124.341,389.8,1.5,1.2,2020-01-21,02:10,T,100,6.0NRT,304.3,322.8,D
-32.828,124.357,398.5,1.5,1.2,2020-01-21,02:10,T,100,6.0NRT,306.6,407.3,D
-33.174,115.735,328.2,1.3,1.1,2020-01-21,02:10,T,81,6.0NRT,296.4,27.5,D
-33.164,115.738,338.5,1.3,1.1,2020-01-21,02:10,T,89,6.0NRT,297.6,48.2,D
-30.868,121.494,327.2,1,1,2020-01-21,02:10,T,61,6.0NRT,312.6,7.5,D
-32.813,124.349,333.9,1.5,1.2,2020-01-21,02:10,T,82,6.0NRT,305.5,36,D
-32.824,124.348,425.1,1.5,1.2,2020-01-21,02:10,T,100,6.0NRT,314.3,745.5,D
-32.825,124.364,365.1,1.5,1.2,2020-01-21,02:10,T,100,6.0NRT,306.4,154.1,D
-32.815,124.343,351.2,1.5,1.2,2020-01-21,02:10,T,95,6.0NRT,307.6,89.6,D
-32.817,124.359,333.8,1.5,1.2,2020-01-21,02:10,T,63,6.0NRT,306,36.7,D
-25.774,151.685,327.7,2.6,1.6,2020-01-21,03:10,A,68,6.0NRT,301.7,43.7,D
-27.016,153.026,326.7,2.2,1.4,2020-01-21,03:10,A,66,6.0NRT,298,54,D
-27.019,153.004,323.4,2.2,1.4,2020-01-21,03:10,A,53,6.0NRT,297.9,41.1,D
