latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-16.904,137.407,353.2,4.4,1.9,2019-12-04,00:25,T,95,6.0NRT,312.9,437,D
-16.922,137.403,337.6,4.4,1.9,2019-12-04,00:25,T,80,6.0NRT,313.3,177.4,D
-16.93,137.444,336.1,4.4,1.9,2019-12-04,00:25,T,54,6.0NRT,313.5,149.8,D
-16.905,137.401,349.7,4.4,1.9,2019-12-04,00:25,T,93,6.0NRT,312.5,361.6,D
-16.922,137.397,328.7,4.4,1.9,2019-12-04,00:25,T,44,6.0NRT,313,79.2,D
-16.931,137.438,334.3,4.4,1.9,2019-12-04,00:25,T,69,6.0NRT,313.2,136.7,D
-18.57,145.948,345.8,1.1,1,2019-12-04,00:25,T,77,6.0NRT,313.7,39.7,D
-18.577,145.951,337.3,1.1,1,2019-12-04,00:25,T,59,6.0NRT,317,21.9,D
-18.584,145.939,355.1,1.1,1,2019-12-04,00:25,T,96,6.0NRT,312.2,61.2,D
-18.586,145.949,373.3,1.1,1,2019-12-04,00:25,T,100,6.0NRT,318.7,121.7,D
-19.033,146.62,315.9,1,1,2019-12-04,00:25,T,65,6.0NRT,305.3,9.3,D
-19.177,146.841,315.8,1,1,2019-12-04,00:25,T,65,6.0NRT,304.6,9.4,D
-22.599,150.333,328.9,1.3,1.1,2019-12-04,00:25,T,60,6.0NRT,307.4,16.5,D
-22.601,150.346,327.9,1.3,1.1,2019-12-04,00:25,T,32,6.0NRT,306.1,13.2,D
-22.597,150.328,326.2,1.3,1.1,2019-12-04,00:25,T,34,6.0NRT,306.2,12,D
-22.598,150.34,327.5,1.3,1.1,2019-12-04,00:25,T,41,6.0NRT,306.2,12.7,D
-22.658,150.156,344.7,1.3,1.1,2019-12-04,00:25,T,89,6.0NRT,307.3,48.8,D
-22.659,150.168,339.2,1.3,1.1,2019-12-04,00:25,T,83,6.0NRT,309.6,35.1,D
-22.668,150.155,331.7,1.3,1.1,2019-12-04,00:25,T,68,6.0NRT,308.5,19.6,D
-22.668,150.16,332.7,1.3,1.1,2019-12-04,00:25,T,52,6.0NRT,308.9,19.1,D
-22.675,150.135,358.2,1.3,1.1,2019-12-04,00:25,T,98,6.0NRT,309.4,85.9,D
-22.676,150.147,342.8,1.3,1.1,2019-12-04,00:25,T,87,6.0NRT,311.7,39.1,D
-13.026,142,322.5,2.4,1.5,2019-12-04,00:25,T,38,6.0NRT,289.5,31,D
-22.685,150.133,341.6,1.3,1.1,2019-12-04,00:25,T,85,6.0NRT,312,34.6,D
-24.578,151.576,346.8,1.6,1.3,2019-12-04,00:25,T,90,6.0NRT,304.5,92.3,D
-24.36,148.478,339.8,1.1,1,2019-12-04,00:25,T,75,6.0NRT,324.8,16.5,D
-24.574,148.024,331.3,1.1,1,2019-12-04,00:25,T,32,6.0NRT,316.9,9.3,D
-24.882,149.911,372.7,1.3,1.1,2019-12-04,00:25,T,100,6.0NRT,316.3,152.3,D
-24.891,149.897,342.8,1.3,1.1,2019-12-04,00:25,T,79,6.0NRT,315.1,36.1,D
-24.892,149.909,389.3,1.3,1.1,2019-12-04,00:25,T,100,6.0NRT,319.5,251.5,D
-24.894,149.923,343,1.3,1.1,2019-12-04,00:25,T,86,6.0NRT,316.7,36.6,D
-24.903,149.908,363.5,1.3,1.1,2019-12-04,00:25,T,100,6.0NRT,315.9,102.4,D
-24.904,149.921,361.5,1.3,1.1,2019-12-04,00:25,T,100,6.0NRT,319.7,95.2,D
-13.013,142.002,324.5,2.4,1.5,2019-12-04,00:25,T,55,6.0NRT,292.1,40.3,D
-12.188,141.932,316.8,2.5,1.5,2019-12-04,00:25,T,46,6.0NRT,290.3,29.6,D
-27.212,150.221,332.4,1.4,1.2,2019-12-04,00:25,T,69,6.0NRT,320.7,17.3,D
-25.806,152.03,334.6,1.8,1.3,2019-12-04,00:25,T,76,6.0NRT,308.3,48.4,D
-25.794,152.031,331.8,1.8,1.3,2019-12-04,00:25,T,64,6.0NRT,305.3,38.7,D
-25.801,152.037,344.9,1.8,1.3,2019-12-04,00:25,T,89,6.0NRT,307.3,88,D
-25.777,152.039,341.8,1.8,1.3,2019-12-04,00:25,T,86,6.0NRT,308.7,76.5,D
-25.775,152.022,343.2,1.8,1.3,2019-12-04,00:25,T,87,6.0NRT,309.4,81.3,D
-25.457,150.493,330.3,1.4,1.2,2019-12-04,00:25,T,68,6.0NRT,316.7,15.2,D
-24.842,146.993,339.8,1,1,2019-12-04,00:25,T,64,6.0NRT,318,21.5,D
-24.837,146.963,337,1,1,2019-12-04,00:25,T,33,6.0NRT,319.2,17.4,D
-24.828,146.965,359.6,1,1,2019-12-04,00:25,T,99,6.0NRT,321.7,63.4,D
-24.827,146.955,359.2,1,1,2019-12-04,00:25,T,99,6.0NRT,321.2,64.6,D
-24.823,146.996,347.2,1,1,2019-12-04,00:25,T,58,6.0NRT,322.2,34.2,D
-24.822,146.986,358.4,1,1,2019-12-04,00:25,T,88,6.0NRT,322.1,58.4,D
-24.819,146.966,395.3,1,1,2019-12-04,00:25,T,100,6.0NRT,324.2,208.4,D
-24.818,146.956,356.8,1,1,2019-12-04,00:25,T,98,6.0NRT,317.1,60.3,D
-24.814,146.998,352.5,1,1,2019-12-04,00:25,T,95,6.0NRT,321.9,47.2,D
-24.812,146.978,367.2,1,1,2019-12-04,00:25,T,96,6.0NRT,321.3,88.5,D
-24.81,146.968,385.5,1,1,2019-12-04,00:25,T,100,6.0NRT,319.7,161.2,D
-16.28,141.808,332.3,2.1,1.4,2019-12-04,00:25,T,55,6.0NRT,312.6,20,D
-16.286,141.766,335.1,2.2,1.4,2019-12-04,00:25,T,74,6.0NRT,312.1,37,D
-16.289,141.786,334.5,2.1,1.4,2019-12-04,00:25,T,67,6.0NRT,313.7,32.8,D
-16.289,141.78,335.9,2.1,1.4,2019-12-04,00:25,T,71,6.0NRT,313.4,39.1,D
-16.125,137.093,361,4.8,2,2019-12-04,00:25,T,94,6.0NRT,314.7,682.2,D
-16.143,137.089,333.1,4.8,2,2019-12-04,00:25,T,44,6.0NRT,313.8,133.8,D
-16.187,137.126,333.9,4.8,2,2019-12-04,00:25,T,61,6.0NRT,313.4,141.2,D
-16.123,137.088,358.4,4.8,2,2019-12-04,00:25,T,99,6.0NRT,314.7,612.8,D
-16.132,137.132,333,4.8,2,2019-12-04,00:25,T,58,6.0NRT,312.7,141.5,D
-16.14,137.084,328.9,4.8,2,2019-12-04,00:25,T,46,6.0NRT,313.8,94.9,D
-16.15,137.128,331.2,4.8,2,2019-12-04,00:25,T,78,6.0NRT,313.1,125.3,D
-13.025,142.017,328.9,2.4,1.5,2019-12-04,00:25,T,60,6.0NRT,289.7,57.4,D
-13.361,142.797,318.1,2.1,1.4,2019-12-04,00:25,T,0,6.0NRT,288.2,19,D
-14.535,144.196,328.3,1.5,1.2,2019-12-04,00:25,T,52,6.0NRT,301.1,24.2,D
-14.526,143.868,328.9,1.6,1.3,2019-12-04,00:25,T,56,6.0NRT,302.3,23.6,D
-15.009,144.95,324,1.4,1.2,2019-12-04,00:25,T,49,6.0NRT,299.2,16.9,D
-15.019,144.949,324.7,1.4,1.2,2019-12-04,00:25,T,52,6.0NRT,297.5,18.8,D
-15.254,144.078,335.5,1.5,1.2,2019-12-04,00:25,T,81,6.0NRT,299.5,39.8,D
-15.254,143.947,326,1.6,1.2,2019-12-04,00:25,T,55,6.0NRT,299.6,17.3,D
-15.284,144.059,338.7,1.5,1.2,2019-12-04,00:25,T,85,6.0NRT,299,48.9,D
-15.292,143.969,330.9,1.6,1.2,2019-12-04,00:25,T,75,6.0NRT,300.9,27.1,D
-15.301,144.026,327.9,1.5,1.2,2019-12-04,00:25,T,58,6.0NRT,297.3,23.1,D
-15.304,144.034,324.7,1.5,1.2,2019-12-04,00:25,T,23,6.0NRT,297.5,16.6,D
-15.328,143.971,328.4,1.6,1.2,2019-12-04,00:25,T,30,6.0NRT,301.4,20.7,D
-15.604,142.613,332.3,1.9,1.4,2019-12-04,00:25,T,66,6.0NRT,306,32.6,D
-15.601,142.521,354.5,2,1.4,2019-12-04,00:25,T,96,6.0NRT,304.9,142.9,D
-15.604,142.539,341.4,1.9,1.4,2019-12-04,00:25,T,85,6.0NRT,304.9,71.1,D
-15.616,142.61,328.8,1.9,1.4,2019-12-04,00:25,T,49,6.0NRT,305,22.2,D
-15.595,142.534,335.9,1.9,1.4,2019-12-04,00:25,T,70,6.0NRT,306.4,45.9,D
-15.607,142.605,334.7,1.9,1.4,2019-12-04,00:25,T,76,6.0NRT,306.2,41.7,D
-15.604,142.513,333.2,2,1.4,2019-12-04,00:25,T,73,6.0NRT,303.3,40,D
-15.607,142.531,345.4,1.9,1.4,2019-12-04,00:25,T,89,6.0NRT,304.2,92,D
-16.222,144.582,327.7,1.4,1.2,2019-12-04,00:25,T,42,6.0NRT,303.7,15.2,D
-16.026,141.787,330.5,2.2,1.4,2019-12-04,00:25,T,39,6.0NRT,307.2,33.7,D
-16.081,141.797,332,2.2,1.4,2019-12-04,00:25,T,60,6.0NRT,307.5,39.7,D
-16.156,141.926,337.8,2.1,1.4,2019-12-04,00:25,T,80,6.0NRT,309.9,49.3,D
-16.138,141.964,331.3,2.1,1.4,2019-12-04,00:25,T,28,6.0NRT,309.7,25.4,D
-16.156,141.92,335.3,2.1,1.4,2019-12-04,00:25,T,72,6.0NRT,309.8,36.3,D
-16.184,141.709,335.6,2.2,1.4,2019-12-04,00:25,T,72,6.0NRT,311.4,36.5,D
-16.182,141.703,333.2,2.2,1.4,2019-12-04,00:25,T,60,6.0NRT,310.9,26.3,D
-16.186,141.723,335.6,2.2,1.4,2019-12-04,00:25,T,72,6.0NRT,312.5,35.1,D
-24.913,149.907,351.5,1.3,1.1,2019-12-04,00:25,T,94,6.0NRT,315,57.3,D
-24.914,149.919,349.9,1.3,1.1,2019-12-04,00:25,T,93,6.0NRT,316.7,53.9,D
-24.996,149.277,338.2,1.2,1.1,2019-12-04,00:25,T,74,6.0NRT,308,35.2,D
-24.997,149.289,354,1.2,1.1,2019-12-04,00:25,T,96,6.0NRT,309.5,76.5,D
-24.999,149.301,353.7,1.2,1.1,2019-12-04,00:25,T,96,6.0NRT,311.9,76.1,D
-25,149.313,352.7,1.2,1.1,2019-12-04,00:25,T,95,6.0NRT,312.3,73.3,D
-25.005,149.275,343,1.2,1.1,2019-12-04,00:25,T,87,6.0NRT,310.7,45.3,D
-25.007,149.287,346.3,1.2,1.1,2019-12-04,00:25,T,86,6.0NRT,312.8,51.2,D
-25.008,149.299,337.5,1.2,1.1,2019-12-04,00:25,T,48,6.0NRT,313,30.2,D
-25.01,149.311,345.1,1.2,1.1,2019-12-04,00:25,T,83,6.0NRT,313.1,48,D
-25.017,149.286,365.7,1.2,1.1,2019-12-04,00:25,T,100,6.0NRT,313.9,111.4,D
-25.018,149.298,342.8,1.2,1.1,2019-12-04,00:25,T,83,6.0NRT,313.7,38.2,D
-25.023,149.333,337.2,1.2,1.1,2019-12-04,00:25,T,69,6.0NRT,310.9,27.1,D
-25.027,149.284,347.4,1.2,1.1,2019-12-04,00:25,T,91,6.0NRT,312.8,50.9,D
-25.028,149.296,372.5,1.2,1.1,2019-12-04,00:25,T,100,6.0NRT,317.5,139.4,D
-25.029,149.29,364.9,1.2,1.1,2019-12-04,00:25,T,100,6.0NRT,316.2,106.4,D
-25.03,149.302,346.1,1.2,1.1,2019-12-04,00:25,T,88,6.0NRT,316.1,45.3,D
-25.04,149.301,339.7,1.2,1.1,2019-12-04,00:25,T,78,6.0NRT,315.8,32.1,D
-25.051,149.311,343.8,1.2,1.1,2019-12-04,00:25,T,88,6.0NRT,314.5,42.3,D
-25.053,149.324,351.5,1.2,1.1,2019-12-04,00:25,T,94,6.0NRT,316.5,61.8,D
-25.054,149.336,350.3,1.2,1.1,2019-12-04,00:25,T,93,6.0NRT,317,59.5,D
-25.056,149.348,328.6,1.2,1.1,2019-12-04,00:25,T,38,6.0NRT,315,12.6,D
-24.794,146.977,350.1,1,1,2019-12-04,00:25,T,93,6.0NRT,315,50.6,D
-24.795,146.987,357,1,1,2019-12-04,00:25,T,98,6.0NRT,318.6,65.2,D
-24.797,146.997,336.8,1,1,2019-12-04,00:25,T,70,6.0NRT,315.5,20.5,D
-24.803,146.976,393.8,1,1,2019-12-04,00:25,T,100,6.0NRT,320.6,208.3,D
-24.804,146.986,368.3,1,1,2019-12-04,00:25,T,100,6.0NRT,322.9,98.2,D
-24.806,146.996,357.6,1,1,2019-12-04,00:25,T,98,6.0NRT,321.2,61.5,D
