latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-37.156,147.409,323.6,1.2,1.1,2020-01-18,00:00,T,67,6.0NRT,295.9,18.2,D
-34.762,145.939,325.6,1.6,1.2,2020-01-18,00:00,T,62,6.0NRT,304.5,14.5,D
-34.761,145.933,334.9,1.6,1.2,2020-01-18,00:00,T,80,6.0NRT,305,38.1,D
-34.769,145.913,324.6,1.6,1.2,2020-01-18,00:00,T,58,6.0NRT,304.4,13.5,D
-34.772,145.93,334.1,1.6,1.2,2020-01-18,00:00,T,79,6.0NRT,304.8,37.3,D
-36.314,148.194,320.8,1.1,1.1,2020-01-18,00:00,T,64,6.0NRT,292.4,19,D
-36.539,148.134,319.2,1.1,1.1,2020-01-18,00:00,T,43,6.0NRT,295.2,12.7,D
-36.562,148.135,316.7,1.1,1.1,2020-01-18,00:00,T,44,6.0NRT,293.8,11.6,D
-36.713,148.184,313.9,1.1,1.1,2020-01-18,00:00,T,42,6.0NRT,291.5,11.3,D
-36.737,148.131,316.2,1.1,1.1,2020-01-18,00:00,T,38,6.0NRT,292.6,11.8,D
-36.739,148.143,321.1,1.1,1.1,2020-01-18,00:00,T,36,6.0NRT,293.4,17.3,D
-36.742,148.157,324.5,1.1,1.1,2020-01-18,00:00,T,61,6.0NRT,292.2,22.1,D
-36.744,148.17,321,1.1,1.1,2020-01-18,00:00,T,35,6.0NRT,290,17.8,D
-36.693,147.823,318.4,1.2,1.1,2020-01-18,00:00,T,68,6.0NRT,293.8,15.5,D
-36.935,147.438,320.3,1.2,1.1,2020-01-18,00:00,T,37,6.0NRT,298.4,14.3,D
-36.947,147.449,323.8,1.2,1.1,2020-01-18,00:00,T,67,6.0NRT,298.5,18.3,D
-36.861,146.852,317.6,1.3,1.1,2020-01-18,00:00,T,41,6.0NRT,292.5,14.9,D
-36.967,146.646,312.8,1.3,1.1,2020-01-18,00:00,T,34,6.0NRT,285.6,9.6,D
-15.577,133.209,339.5,1.1,1,2020-01-18,01:30,T,83,6.0NRT,308.6,21.5,D
-14.233,136.856,360.9,1.7,1.3,2020-01-18,01:30,T,100,6.0NRT,303.7,158.3,D
-14.243,136.839,337.5,1.7,1.3,2020-01-18,01:30,T,84,6.0NRT,303.4,46.9,D
-14.245,136.855,345,1.7,1.3,2020-01-18,01:30,T,91,6.0NRT,303.2,75.4,D
-14.242,136.849,350.5,1.7,1.3,2020-01-18,01:30,T,94,6.0NRT,304.2,99.3,D
-14.244,136.865,328,1.7,1.3,2020-01-18,01:30,T,73,6.0NRT,302.1,18.3,D
-14.81,134.744,330,1.3,1.1,2020-01-18,01:30,T,66,6.0NRT,305.4,11.8,D
-12.646,135.016,330.7,1.2,1.1,2020-01-18,01:30,T,29,6.0NRT,308.5,16.8,D
-12.629,131.114,319.1,1,1,2020-01-18,01:30,T,57,6.0NRT,298.8,10.5,D
-14.03,136.428,336.3,1.6,1.2,2020-01-18,01:30,T,0,6.0NRT,300,47,D
-14.22,136.842,337.8,1.7,1.3,2020-01-18,01:30,T,80,6.0NRT,302.6,51.7,D
-14.222,136.858,325.9,1.7,1.3,2020-01-18,01:30,T,40,6.0NRT,301.5,16.2,D
-14.231,136.841,340.4,1.7,1.3,2020-01-18,01:30,T,87,6.0NRT,305.3,59.1,D
-17.092,139.621,318.7,3,1.7,2020-01-18,01:35,T,58,6.0NRT,300.9,48,D
-17.932,137.832,353.1,2.3,1.5,2020-01-18,01:35,T,95,6.0NRT,313.3,158.1,D
-17.929,137.825,346.6,2.3,1.5,2020-01-18,01:35,T,88,6.0NRT,312,111.8,D
-17.931,137.847,336.9,2.3,1.5,2020-01-18,01:35,T,74,6.0NRT,315,54.4,D
-39.047,174.452,311.2,1.2,1.1,2020-01-18,02:35,A,44,6.0NRT,296.7,8.7,D
-21.803,116.269,330.2,4.4,1.9,2020-01-18,03:15,T,83,6.0NRT,299.2,81.9,D
-36.668,147.826,340.2,1.1,1,2020-01-18,04:15,A,27,6.0NRT,295,36.6,D
-36.633,148.155,322,1.1,1,2020-01-18,04:15,A,69,6.0NRT,294.4,18.6,D
-36.627,148.193,324.5,1.1,1,2020-01-18,04:15,A,77,6.0NRT,294.3,21.5,D
-36.858,146.797,319.9,1,1,2020-01-18,04:15,A,42,6.0NRT,294.1,12,D
-36.873,146.883,325.8,1,1,2020-01-18,04:15,A,74,6.0NRT,298.1,18.1,D
-36.871,146.895,324,1,1,2020-01-18,04:15,A,63,6.0NRT,298.6,15.8,D
-36.665,148.204,314.1,1.1,1,2020-01-18,04:15,A,51,6.0NRT,294.4,11,D
-36.663,148.216,345.6,1.1,1,2020-01-18,04:15,A,93,6.0NRT,296.4,59,D
-36.661,148.227,315.9,1.1,1,2020-01-18,04:15,A,62,6.0NRT,293.8,13,D
-36.982,146.585,324.4,1,1,2020-01-18,04:15,A,50,6.0NRT,296.5,15.6,D
