latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-21.418,139.926,339,2.8,1.6,2019-12-26,01:25,T,45,6.0NRT,320,67.9,D
-13.946,135.587,348.7,1.1,1.1,2019-12-26,01:25,T,92,6.0NRT,302.2,49.4,D
-13.947,135.523,349.5,1.1,1.1,2019-12-26,01:25,T,92,6.0NRT,304.6,48.4,D
-13.948,135.534,337.7,1.1,1.1,2019-12-26,01:25,T,80,6.0NRT,304.6,23.6,D
-13.609,132.568,334.7,1,1,2019-12-26,01:25,T,79,6.0NRT,295.5,20.7,D
-13.622,132.595,333.1,1,1,2019-12-26,01:25,T,73,6.0NRT,294.2,17.9,D
-13.656,132.761,333.8,1,1,2019-12-26,01:25,T,77,6.0NRT,292.7,18.4,D
-13.658,132.77,352,1,1,2019-12-26,01:25,T,95,6.0NRT,293.1,51.7,D
-13.667,132.772,332.7,1,1,2019-12-26,01:25,T,51,6.0NRT,294.9,17,D
-13.668,132.781,341.9,1,1,2019-12-26,01:25,T,83,6.0NRT,292.4,31.9,D
-13.67,132.79,362.7,1,1,2019-12-26,01:25,T,100,6.0NRT,294.3,81.2,D
-13.671,132.8,353.1,1,1,2019-12-26,01:25,T,90,6.0NRT,292.7,57,D
-13.677,132.78,330.9,1,1,2019-12-26,01:25,T,56,6.0NRT,295.3,14.7,D
-13.679,132.789,352.3,1,1,2019-12-26,01:25,T,95,6.0NRT,294.8,53.8,D
-13.68,132.798,377,1,1,2019-12-26,01:25,T,87,6.0NRT,294,129.8,D
-13.564,130.428,332.7,1.2,1.1,2019-12-26,01:25,T,21,6.0NRT,309,21.3,D
-14.141,132.496,326.4,1,1,2019-12-26,01:25,T,71,6.0NRT,288.7,10,D
-15.765,143.42,324.4,4.3,1.9,2019-12-26,01:25,T,73,6.0NRT,290.5,110,D
-15.749,143.415,319.6,4.3,1.9,2019-12-26,01:25,T,61,6.0NRT,290.3,73.2,D
-15.767,143.413,325.1,4.3,1.9,2019-12-26,01:25,T,73,6.0NRT,290.9,115.2,D
-15.784,143.411,328.3,4.3,1.9,2019-12-26,01:25,T,75,6.0NRT,289.9,137.4,D
-15.819,143.408,320.9,4.3,1.9,2019-12-26,01:25,T,59,6.0NRT,290.5,74,D
-15.786,143.406,324.7,4.3,1.9,2019-12-26,01:25,T,67,6.0NRT,289.5,106.1,D
-15.779,141.889,327.7,3.3,1.7,2019-12-26,01:25,T,76,6.0NRT,292.3,76.4,D
-15.775,141.883,322.6,3.3,1.7,2019-12-26,01:25,T,63,6.0NRT,292,45.2,D
-15.79,141.881,321.7,3.3,1.7,2019-12-26,01:25,T,46,6.0NRT,292.7,38.8,D
-15.896,142.183,323,3.5,1.8,2019-12-26,01:25,T,21,6.0NRT,292.5,54.5,D
-14.341,127.654,333.2,1.9,1.3,2019-12-26,01:25,T,77,6.0NRT,299.6,39.1,D
-14.344,127.671,334.7,1.9,1.3,2019-12-26,01:25,T,80,6.0NRT,300,44.6,D
-14.353,127.652,328.9,1.9,1.3,2019-12-26,01:25,T,38,6.0NRT,300.7,25.2,D
-14.448,127.45,326.5,1.9,1.4,2019-12-26,01:25,T,65,6.0NRT,296.5,21.1,D
-14.452,127.443,328.4,1.9,1.4,2019-12-26,01:25,T,69,6.0NRT,296.7,27.6,D
-16.633,142.912,330.3,4.1,1.9,2019-12-26,01:25,T,75,6.0NRT,292.6,103.5,D
-15.91,136.383,338.4,1.3,1.1,2019-12-26,01:25,T,76,6.0NRT,312.3,16,D
-15.751,134.834,337.9,1.1,1,2019-12-26,01:25,T,64,6.0NRT,313.8,13.7,D
-15.76,134.832,351.3,1.1,1,2019-12-26,01:25,T,93,6.0NRT,315.8,41.4,D
-15.762,134.843,348.3,1.1,1,2019-12-26,01:25,T,90,6.0NRT,313.3,34,D
-14.988,128.804,342,1.5,1.2,2019-12-26,01:25,T,87,6.0NRT,305.4,47.6,D
-14.999,128.803,361.6,1.5,1.2,2019-12-26,01:25,T,100,6.0NRT,306.4,128.3,D
-15.001,128.816,335.2,1.5,1.2,2019-12-26,01:25,T,80,6.0NRT,302.1,28.1,D
-15.01,128.801,332,1.5,1.2,2019-12-26,01:25,T,75,6.0NRT,304.6,20.9,D
-16.404,137.72,332,1.6,1.3,2019-12-26,01:25,T,57,6.0NRT,304.7,20.8,D
-16.406,137.735,341.4,1.6,1.3,2019-12-26,01:25,T,82,6.0NRT,303.4,51.7,D
-16.408,137.75,334.5,1.6,1.3,2019-12-26,01:25,T,66,6.0NRT,301.1,31.5,D
-16.416,137.718,337.1,1.6,1.3,2019-12-26,01:25,T,74,6.0NRT,307.1,35.4,D
-16.418,137.734,333.6,1.6,1.3,2019-12-26,01:25,T,65,6.0NRT,306.5,26.7,D
-16.42,137.749,357.3,1.6,1.3,2019-12-26,01:25,T,98,6.0NRT,306.3,124,D
-16.421,137.764,338.1,1.6,1.3,2019-12-26,01:25,T,76,6.0NRT,302.4,44.6,D
-16.425,137.702,334.4,1.6,1.3,2019-12-26,01:25,T,63,6.0NRT,308.2,25.2,D
-16.431,137.747,346.1,1.6,1.3,2019-12-26,01:25,T,88,6.0NRT,308.9,72.4,D
-16.433,137.763,367,1.6,1.3,2019-12-26,01:25,T,100,6.0NRT,307.2,182.3,D
-16.435,137.778,335.1,1.6,1.3,2019-12-26,01:25,T,69,6.0NRT,302.8,38.2,D
-16.437,137.793,338.3,1.6,1.3,2019-12-26,01:25,T,77,6.0NRT,302.2,50.4,D
-16.435,137.685,336.7,1.6,1.3,2019-12-26,01:25,T,68,6.0NRT,307.7,31.4,D
-16.444,137.761,337.5,1.6,1.3,2019-12-26,01:25,T,68,6.0NRT,306.8,41.5,D
