latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-17.87,145.253,330.6,1,1,2020-01-19,00:35,T,77,6.0NRT,309,12.1,D
-13.885,142.634,326.4,1.3,1.1,2020-01-19,00:35,T,66,6.0NRT,300.1,18,D
-14.213,136.838,324.2,3.2,1.7,2020-01-19,00:35,T,44,6.0NRT,293.4,45.9,D
-17.907,145.257,330.7,1,1,2020-01-19,00:35,T,48,6.0NRT,309.3,12.7,N
-17.879,145.252,327,1,1,2020-01-19,00:35,T,60,6.0NRT,308.6,8,D
-16.859,145.324,333.6,1,1,2020-01-19,00:35,T,71,6.0NRT,306.7,18.4,D
-16.867,145.314,332.3,1,1,2020-01-19,00:35,T,60,6.0NRT,306.9,16.8,D
-16.861,143.631,326.7,1.1,1,2020-01-19,00:35,T,72,6.0NRT,306.7,11.5,D
-16.863,143.641,328.5,1.1,1,2020-01-19,00:35,T,75,6.0NRT,307.7,13.8,D
-16.881,143.638,331.6,1.1,1,2020-01-19,00:35,T,79,6.0NRT,306.8,17.9,D
-17.736,144.906,327.2,1,1,2020-01-19,00:35,T,69,6.0NRT,307.7,10.1,D
-26.041,146.515,333.3,1.3,1.1,2020-01-19,00:40,T,68,6.0NRT,314.6,15,D
-17.92,143.983,332.8,1,1,2020-01-19,00:40,T,68,6.0NRT,309.4,13.9,D
-17.606,138.231,331.2,2.2,1.4,2020-01-19,00:40,T,72,6.0NRT,305.4,28.7,D
-17.604,138.225,331.6,2.2,1.4,2020-01-19,00:40,T,71,6.0NRT,305.4,30.9,D
-19.141,140.378,332.6,1.4,1.2,2020-01-19,00:40,T,61,6.0NRT,312.4,19.2,D
-19.311,139.487,332,1.6,1.3,2020-01-19,00:40,T,47,6.0NRT,313.4,18.6,D
-19.314,139.502,337.3,1.6,1.3,2020-01-19,00:40,T,75,6.0NRT,314.3,34.2,D
-23.832,145.039,337.3,1.1,1,2020-01-19,00:40,T,75,6.0NRT,317.5,13.3,D
-23.841,145.037,337,1.1,1,2020-01-19,00:40,T,50,6.0NRT,317,11.9,D
-23.858,145.039,342.4,1.1,1,2020-01-19,00:40,T,83,6.0NRT,316.5,23.8,D
-23.859,145.05,334.1,1.1,1,2020-01-19,00:40,T,67,6.0NRT,315.7,9.5,D
-25.343,149.748,324.8,2.1,1.4,2020-01-19,00:40,T,70,6.0NRT,305.1,23.8,D
-26.042,146.528,341.4,1.3,1.1,2020-01-19,00:40,T,86,6.0NRT,315.9,33.4,D
-30.366,146.949,328.6,1.6,1.2,2020-01-19,00:40,T,68,6.0NRT,309,15.9,D
-31.114,145.689,335.5,1.3,1.1,2020-01-19,00:40,T,79,6.0NRT,307.6,28.5,D
-31.115,145.703,334.1,1.3,1.1,2020-01-19,00:40,T,77,6.0NRT,308.5,24.8,D
-17.926,145.257,327.9,1,1,2020-01-19,00:40,T,65,6.0NRT,310.3,10.1,D
-17.91,143.975,335.5,1,1,2020-01-19,00:40,T,78,6.0NRT,311.8,18.6,D
-37.048,146.799,325.8,1.9,1.3,2020-01-19,00:45,T,77,6.0NRT,292.4,51.6,D
-37.762,148.798,313.1,2.5,1.5,2020-01-19,00:45,T,33,6.0NRT,286.8,38.8,D
-37.258,174.702,318.8,2.8,1.6,2020-01-19,01:40,A,66,6.0NRT,297.7,46.4,D
-20.938,116.149,313.9,1.3,1.1,2020-01-19,02:15,T,60,6.0NRT,302,9.9,D
-20.965,115.334,313,1.4,1.2,2020-01-19,02:15,T,56,6.0NRT,299.6,12.1,D
-20.456,117.075,317.9,1.1,1.1,2020-01-19,02:15,T,69,6.0NRT,304.2,13.5,D
-20.589,117.777,314.1,1.1,1,2020-01-19,02:15,T,60,6.0NRT,302.3,8.4,D
-20.658,116.44,313,1.2,1.1,2020-01-19,02:15,T,56,6.0NRT,301.6,9.1,D
-20.66,116.451,311.9,1.2,1.1,2020-01-19,02:15,T,51,6.0NRT,300.7,7.9,D
-13.165,130.367,312.6,3.6,1.8,2020-01-19,02:15,T,22,6.0NRT,291.1,41,D
-20.454,117.082,318.2,1.1,1.1,2020-01-19,02:15,T,7,6.0NRT,303.7,11.6,D
-26.538,113.765,311.4,1.4,1.2,2020-01-19,02:20,T,48,6.0NRT,301,13.2,D
