latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-35.369,149.597,319.6,1.1,1,2019-12-01,00:00,T,48,6.0NRT,299.8,10.2,D
-35.367,149.585,319.2,1.1,1,2019-12-01,00:00,T,31,6.0NRT,299.5,9.4,D
-35.359,149.54,329.2,1.1,1,2019-12-01,00:00,T,74,6.0NRT,295.2,21.1,D
-35.358,149.528,340.8,1.1,1,2019-12-01,00:00,T,90,6.0NRT,298.8,39.6,D
-35.458,150.221,329.1,1,1,2019-12-01,00:00,T,42,6.0NRT,298.4,20.2,D
-35.456,150.21,349.3,1,1,2019-12-01,00:00,T,78,6.0NRT,300.9,51.8,D
-33.981,150.004,331.2,1.1,1,2019-12-01,00:00,T,81,6.0NRT,297.4,26.7,D
-33.983,150.015,341.4,1.1,1,2019-12-01,00:00,T,90,6.0NRT,299.3,42.4,D
-34,150.116,340.3,1,1,2019-12-01,00:00,T,42,6.0NRT,297,34.9,D
-34.001,150.127,330,1,1,2019-12-01,00:00,T,22,6.0NRT,294.1,22.4,D
-34.025,150.272,321.5,1,1,2019-12-01,00:00,T,38,6.0NRT,298.2,13,D
-33.989,149.99,314.8,1.1,1,2019-12-01,00:00,T,32,6.0NRT,298,8.8,D
-33.991,150.001,322.3,1.1,1,2019-12-01,00:00,T,70,6.0NRT,296.6,16.2,D
-34.007,150.103,376.4,1,1,2019-12-01,00:00,T,100,6.0NRT,306.1,136.8,D
-34.022,150.076,323.7,1,1,2019-12-01,00:00,T,32,6.0NRT,296.7,14.5,D
-34.018,149.994,322.6,1.1,1,2019-12-01,00:00,T,68,6.0NRT,299.2,16.3,D
-34.02,150.006,344.4,1.1,1,2019-12-01,00:00,T,91,6.0NRT,301,48.7,D
-34.022,150.017,316.6,1.1,1,2019-12-01,00:00,T,24,6.0NRT,297.2,8.3,D
-34.027,150.051,346.8,1,1,2019-12-01,00:00,T,93,6.0NRT,298.2,52,D
-34.029,150.003,344,1.1,1,2019-12-01,00:00,T,91,6.0NRT,298.8,47.4,D
-34.031,150.015,370.9,1.1,1,2019-12-01,00:00,T,100,6.0NRT,300.7,120.7,D
-34.033,150.027,429.4,1,1,2019-12-01,00:00,T,100,6.0NRT,310.1,508.9,D
-34.035,150.038,335.5,1,1,2019-12-01,00:00,T,80,6.0NRT,293.3,31.8,D
-34.036,150.049,328.6,1,1,2019-12-01,00:00,T,51,6.0NRT,292.8,22.1,D
-34.079,150.26,323.2,1,1,2019-12-01,00:00,T,35,6.0NRT,296.5,12.5,D
-34.089,150.216,317.5,1,1,2019-12-01,00:00,T,23,6.0NRT,298.1,10,D
-34.104,150.248,322.2,1,1,2019-12-01,00:00,T,71,6.0NRT,297,15.6,D
-34.117,150.153,320.2,1,1,2019-12-01,00:00,T,68,6.0NRT,296.8,14.5,D
-34.119,150.164,323.9,1,1,2019-12-01,00:00,T,74,6.0NRT,297.5,18.7,D
-34.128,150.162,316.9,1,1,2019-12-01,00:00,T,38,6.0NRT,296.1,10.6,D
-34.463,150.886,331.6,1,1,2019-12-01,00:00,T,63,6.0NRT,302.7,22.3,D
-35.424,150.125,323.8,1,1,2019-12-01,00:00,T,57,6.0NRT,295.9,17.5,D
-35.426,150.136,340.3,1,1,2019-12-01,00:00,T,90,6.0NRT,298.8,40.6,D
-35.428,150.147,364.4,1,1,2019-12-01,00:00,T,100,6.0NRT,300.7,95.3,D
-35.429,150.158,355.5,1,1,2019-12-01,00:00,T,98,6.0NRT,301.9,71.7,D
-35.438,150.156,349.6,1,1,2019-12-01,00:00,T,95,6.0NRT,298,56.2,D
-35.44,150.167,379,1,1,2019-12-01,00:00,T,100,6.0NRT,303.6,145.1,D
-35.442,150.178,337,1,1,2019-12-01,00:00,T,47,6.0NRT,301.5,31.3,D
-35.352,149.553,348.1,1.1,1,2019-12-01,00:00,T,94,6.0NRT,299.6,54,D
-35.354,149.565,324.9,1.1,1,2019-12-01,00:00,T,62,6.0NRT,298.8,15.2,D
-35.356,149.576,347.2,1.1,1,2019-12-01,00:00,T,94,6.0NRT,301,51.7,D
-35.359,149.599,351.6,1.1,1,2019-12-01,00:00,T,96,6.0NRT,300.6,62,D
-35.361,149.611,367,1.1,1,2019-12-01,00:00,T,100,6.0NRT,302.3,106.9,D
-35.363,149.622,354.5,1,1,2019-12-01,00:00,T,97,6.0NRT,299.1,71,D
-35.365,149.634,333.1,1,1,2019-12-01,00:00,T,85,6.0NRT,296.4,28.6,D
-35.367,149.645,342.4,1,1,2019-12-01,00:00,T,91,6.0NRT,298.2,44.1,D
-35.369,149.656,353.9,1,1,2019-12-01,00:00,T,97,6.0NRT,299.4,68.8,D
-35.376,149.702,340.2,1,1,2019-12-01,00:00,T,87,6.0NRT,303.1,36,D
-35.378,149.713,332.3,1,1,2019-12-01,00:00,T,76,6.0NRT,301.8,23.7,D
-35.437,150.087,340.2,1,1,2019-12-01,00:00,T,90,6.0NRT,296.7,41.1,D
-35.439,150.098,340.4,1,1,2019-12-01,00:00,T,90,6.0NRT,296.2,40.6,D
-35.442,150.12,349.1,1,1,2019-12-01,00:00,T,59,6.0NRT,298.4,52.8,D
-35.444,150.132,350.8,1,1,2019-12-01,00:00,T,89,6.0NRT,301,57.9,D
-35.453,150.187,348.1,1,1,2019-12-01,00:00,T,72,6.0NRT,300.7,47.2,D
-33.276,150.33,331.1,1,1,2019-12-01,00:00,T,50,6.0NRT,300.2,24.4,D
-33.294,150.44,366.9,1,1,2019-12-01,00:00,T,100,6.0NRT,299.2,104.2,D
-33.296,150.451,325.9,1,1,2019-12-01,00:00,T,60,6.0NRT,294.2,19.7,D
-33.301,150.484,320.9,1,1,2019-12-01,00:00,T,52,6.0NRT,293.6,14.9,D
-33.303,150.495,316.1,1,1,2019-12-01,00:00,T,16,6.0NRT,295.1,9.7,D
-33.285,150.327,358.2,1,1,2019-12-01,00:00,T,99,6.0NRT,301.5,79.8,D
-33.287,150.339,428.1,1,1,2019-12-01,00:00,T,100,6.0NRT,321.6,489,D
-33.289,150.35,388.4,1,1,2019-12-01,00:00,T,100,6.0NRT,301.2,193.8,D
-33.291,150.361,389.9,1,1,2019-12-01,00:00,T,100,6.0NRT,307.7,202.2,D
-33.292,150.372,378.6,1,1,2019-12-01,00:00,T,100,6.0NRT,304.1,146.9,D
-33.319,150.538,325.3,1,1,2019-12-01,00:00,T,47,6.0NRT,297.9,18,D
-33.321,150.548,342.5,1,1,2019-12-01,00:00,T,90,6.0NRT,295.3,43.9,D
-33.294,150.325,322.8,1,1,2019-12-01,00:00,T,61,6.0NRT,295.2,16.3,D
-33.296,150.337,430.3,1,1,2019-12-01,00:00,T,100,6.0NRT,306.2,513.4,D
-33.298,150.348,370.5,1,1,2019-12-01,00:00,T,100,6.0NRT,292.9,117.6,D
-33.3,150.359,422.4,1,1,2019-12-01,00:00,T,94,6.0NRT,301,434.7,D
-33.302,150.37,414.3,1,1,2019-12-01,00:00,T,87,6.0NRT,298.8,363.1,D
-33.303,150.381,326.9,1,1,2019-12-01,00:00,T,38,6.0NRT,291.3,19.1,D
-33.307,150.403,334.2,1,1,2019-12-01,00:00,T,46,6.0NRT,294.4,26.5,D
-33.324,150.513,326.3,1,1,2019-12-01,00:00,T,51,6.0NRT,294.8,20,D
-33.761,150.293,331.1,1,1,2019-12-01,00:00,T,80,6.0NRT,296.5,28.9,D
-33.978,150.139,336.2,1,1,2019-12-01,00:00,T,86,6.0NRT,300.2,33.8,D
-33.983,150.131,389.1,1,1,2019-12-01,00:00,T,100,6.0NRT,308.7,199.7,D
-33.985,150.142,347.8,1,1,2019-12-01,00:00,T,94,6.0NRT,297.5,55.2,D
-33.976,150.028,327.1,1.1,1,2019-12-01,00:00,T,59,6.0NRT,298.1,21.4,D
-33.978,150.04,330.7,1,1,2019-12-01,00:00,T,75,6.0NRT,299,26.1,D
-33.98,150.051,329.2,1,1,2019-12-01,00:00,T,70,6.0NRT,298.9,24,D
-33.983,150.074,335.3,1,1,2019-12-01,00:00,T,67,6.0NRT,299.1,30,D
-33.985,150.085,334.4,1,1,2019-12-01,00:00,T,66,6.0NRT,299.8,28.2,D
-33.991,150.118,406,1,1,2019-12-01,00:00,T,100,6.0NRT,315.7,300.1,D
-35.493,149.639,379.8,1,1,2019-12-01,00:00,T,94,6.0NRT,288.9,156,D
-33.992,150.129,380.4,1,1,2019-12-01,00:00,T,100,6.0NRT,305.2,157.8,D
-32.303,150.184,337.5,1.1,1,2019-12-01,00:00,T,44,6.0NRT,309.6,29.9,D
-32.305,150.195,345.2,1.1,1,2019-12-01,00:00,T,91,6.0NRT,304.4,46.3,D
-32.33,150.136,344.4,1.1,1,2019-12-01,00:00,T,89,6.0NRT,309,41.4,D
-32.718,150.347,321.2,1.1,1,2019-12-01,00:00,T,47,6.0NRT,299,11.9,D
-32.72,150.358,320.3,1.1,1,2019-12-01,00:00,T,47,6.0NRT,297.1,12.1,D
-32.729,150.373,327.1,1.1,1,2019-12-01,00:00,T,70,6.0NRT,295.3,21.1,D
-32.979,150.305,358.8,1.1,1,2019-12-01,00:00,T,99,6.0NRT,306.6,76.3,D
-33.258,150.317,323.8,1,1,2019-12-01,00:00,T,20,6.0NRT,297.7,15.3,D
-33.26,150.328,330,1,1,2019-12-01,00:00,T,63,6.0NRT,301,22.1,D
-33.269,150.326,328.5,1,1,2019-12-01,00:00,T,54,6.0NRT,299,20.7,D
-33.288,150.448,353.9,1,1,2019-12-01,00:00,T,96,6.0NRT,298.6,65,D
-35.492,149.627,395.6,1,1,2019-12-01,00:00,T,100,6.0NRT,293.9,238.1,D
-35.482,149.629,500,1,1,2019-12-01,00:00,T,100,6.0NRT,351.6,1709.9,D
-35.481,149.618,413.8,1,1,2019-12-01,00:00,T,100,6.0NRT,306,363.9,D
-35.479,149.606,327.2,1,1,2019-12-01,00:00,T,72,6.0NRT,289.1,20.8,D
-35.549,150.106,342.3,1,1,2019-12-01,00:00,T,92,6.0NRT,298.5,44.6,D
-35.548,150.095,336.1,1,1,2019-12-01,00:00,T,88,6.0NRT,297.1,33.8,D
-35.479,149.665,389.1,1,1,2019-12-01,00:00,T,94,6.0NRT,309.6,195.2,D
-35.477,149.654,446.6,1,1,2019-12-01,00:00,T,100,6.0NRT,338.7,701.1,D
-35.475,149.643,411.5,1,1,2019-12-01,00:00,T,100,6.0NRT,322.5,342.5,D
-35.473,149.631,377.8,1,1,2019-12-01,00:00,T,100,6.0NRT,302.9,147.5,D
-35.471,149.62,352.5,1,1,2019-12-01,00:00,T,96,6.0NRT,296.2,64.2,D
-35.469,149.608,350.8,1,1,2019-12-01,00:00,T,96,6.0NRT,291.7,62,D
-35.468,149.597,317.6,1,1,2019-12-01,00:00,T,48,6.0NRT,288.2,10.2,D
-35.543,150.114,326.3,1,1,2019-12-01,00:00,T,75,6.0NRT,297.6,18.9,D
-35.541,150.103,317.2,1,1,2019-12-01,00:00,T,33,6.0NRT,298.3,10.2,D
-35.539,150.091,318.9,1,1,2019-12-01,00:00,T,45,6.0NRT,295.6,12.3,D
-35.471,149.661,384.5,1,1,2019-12-01,00:00,T,100,6.0NRT,310.9,169,D
-35.469,149.65,352.4,1,1,2019-12-01,00:00,T,96,6.0NRT,302.6,58.8,D
-35.462,149.604,362.2,1,1,2019-12-01,00:00,T,100,6.0NRT,296,89.3,D
-35.46,149.592,353.3,1,1,2019-12-01,00:00,T,97,6.0NRT,292.3,64.7,D
-35.458,149.581,370.6,1.1,1,2019-12-01,00:00,T,100,6.0NRT,293.8,117.8,D
-35.457,149.57,383.8,1.1,1,2019-12-01,00:00,T,100,6.0NRT,297.7,172.9,D
-35.455,149.558,345.8,1.1,1,2019-12-01,00:00,T,81,6.0NRT,289.9,48.1,D
-35.527,150.071,352,1,1,2019-12-01,00:00,T,96,6.0NRT,295.9,62.8,D
-35.525,150.06,348.9,1,1,2019-12-01,00:00,T,95,6.0NRT,296.9,57.3,D
-35.475,149.743,413.6,1,1,2019-12-01,00:00,T,100,6.0NRT,307.4,351.9,D
-35.473,149.732,500,1,1,2019-12-01,00:00,T,100,6.0NRT,342.4,1688,D
-35.471,149.72,403.4,1,1,2019-12-01,00:00,T,100,6.0NRT,311.4,274,D
-35.449,149.583,337.8,1.1,1,2019-12-01,00:00,T,88,6.0NRT,294,33.5,D
-35.447,149.572,348.4,1.1,1,2019-12-01,00:00,T,94,6.0NRT,295.2,54,D
-35.445,149.56,343.7,1.1,1,2019-12-01,00:00,T,86,6.0NRT,297.7,44.7,D
-35.466,149.745,346.4,1,1,2019-12-01,00:00,T,93,6.0NRT,306.3,44.7,D
-35.464,149.734,400.2,1,1,2019-12-01,00:00,T,100,6.0NRT,324,253.8,D
-35.462,149.722,357.1,1,1,2019-12-01,00:00,T,98,6.0NRT,309.9,67.6,D
-35.431,149.528,344.2,1.1,1,2019-12-01,00:00,T,92,6.0NRT,295.1,46,D
