latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-12.353,131.598,332.9,1.1,1.1,2019-12-10,01:25,T,68,6.0NRT,308.4,17.1,D
-16.756,123.847,328.5,3.2,1.7,2019-12-10,01:25,T,26,6.0NRT,303.5,48.1,D
-16.761,123.877,330,3.2,1.7,2019-12-10,01:25,T,40,6.0NRT,304.6,55.5,D
-16.758,123.871,331,3.2,1.7,2019-12-10,01:25,T,51,6.0NRT,304.7,62.2,D
-12.456,131.67,327.6,1.1,1.1,2019-12-10,01:25,T,30,6.0NRT,304.2,14.3,D
-12.757,132.674,326.8,1,1,2019-12-10,01:25,T,62,6.0NRT,306,12.5,D
-12.636,131.639,336.2,1.1,1.1,2019-12-10,01:25,T,66,6.0NRT,312.7,21.1,D
-12.645,131.638,338.9,1.1,1.1,2019-12-10,01:25,T,65,6.0NRT,313.6,25,D
-12.656,131.646,333.4,1.1,1.1,2019-12-10,01:25,T,52,6.0NRT,307.4,16.9,D
-12.679,131.636,331.8,1.1,1.1,2019-12-10,01:25,T,41,6.0NRT,307.7,13.5,D
-13.336,135.765,332.9,1.1,1.1,2019-12-10,01:25,T,52,6.0NRT,307.5,14,D
-13.38,135.564,350.9,1.1,1.1,2019-12-10,01:25,T,93,6.0NRT,310.2,55.1,D
-13.459,135.682,339.5,1.1,1.1,2019-12-10,01:25,T,82,6.0NRT,313,25.5,D
-12.827,130.38,353.9,1.3,1.1,2019-12-10,01:25,T,91,6.0NRT,300.8,84.6,D
-14.572,141.827,318.5,3.1,1.7,2019-12-10,01:25,T,13,6.0NRT,289.8,29.1,D
-14.576,141.857,321.9,3.2,1.7,2019-12-10,01:25,T,51,6.0NRT,291.4,46.3,D
-14.573,141.85,322.5,3.2,1.7,2019-12-10,01:25,T,69,6.0NRT,291,51.7,D
-14.634,141.843,326.1,3.2,1.7,2019-12-10,01:25,T,71,6.0NRT,295,62.5,D
-13.302,131.655,334.4,1.1,1,2019-12-10,01:25,T,59,6.0NRT,309.2,19.9,D
-13.235,130.306,333.8,1.3,1.1,2019-12-10,01:25,T,49,6.0NRT,308.5,23.3,D
-14.948,142.622,313.6,3.7,1.8,2019-12-10,01:25,T,38,6.0NRT,289.2,30.7,D
-14.944,142.651,314.2,3.7,1.8,2019-12-10,01:25,T,49,6.0NRT,290.3,35.2,D
-14.063,135.262,335.8,1.1,1,2019-12-10,01:25,T,70,6.0NRT,311.2,16.1,D
-13.335,130.355,327,1.3,1.1,2019-12-10,01:25,T,31,6.0NRT,303.2,14.6,D
-14.047,134.94,336,1.1,1,2019-12-10,01:25,T,47,6.0NRT,313.7,14.8,D
-15.022,142.473,321.5,3.6,1.8,2019-12-10,01:25,T,43,6.0NRT,289.3,67.1,D
-15.015,142.467,318.4,3.6,1.8,2019-12-10,01:25,T,36,6.0NRT,289.5,50.6,D
-13.534,130.25,332.3,1.3,1.1,2019-12-10,01:25,T,75,6.0NRT,307,22.3,D
-13.594,129.988,333.3,1.3,1.1,2019-12-10,01:25,T,44,6.0NRT,306.8,26.9,D
-13.623,130.113,327.9,1.3,1.1,2019-12-10,01:25,T,37,6.0NRT,304.7,17.4,D
-13.705,130.422,327.7,1.2,1.1,2019-12-10,01:25,T,45,6.0NRT,304.7,15.2,D
-13.819,131.076,330.7,1.1,1.1,2019-12-10,01:25,T,40,6.0NRT,307.7,17,D
-15.489,142.46,324.1,3.6,1.8,2019-12-10,01:25,T,40,6.0NRT,294.5,52.2,D
-15.497,142.454,324.7,3.6,1.8,2019-12-10,01:25,T,58,6.0NRT,295.8,54.2,D
-14.109,130.073,331.5,1.3,1.1,2019-12-10,01:25,T,42,6.0NRT,307.6,14,D
-14.207,129.978,332.4,1.3,1.1,2019-12-10,01:25,T,63,6.0NRT,308,20,D
-15.983,143.18,320.2,4.2,1.9,2019-12-10,01:25,T,61,6.0NRT,293.3,53.2,D
-15.986,143.172,319.7,4.2,1.9,2019-12-10,01:25,T,52,6.0NRT,293.2,50.2,D
-14.32,129.915,333.6,1.3,1.1,2019-12-10,01:25,T,55,6.0NRT,308.9,20.5,D
-16.518,142.111,326.8,3.5,1.8,2019-12-10,01:25,T,46,6.0NRT,301.1,44.1,D
-16.521,142.144,333.6,3.5,1.8,2019-12-10,01:25,T,79,6.0NRT,301.7,100.5,D
-16.533,142.109,332.1,3.5,1.8,2019-12-10,01:25,T,77,6.0NRT,299.6,85.7,D
-16.537,142.142,330.6,3.5,1.8,2019-12-10,01:25,T,70,6.0NRT,298.2,75.5,D
-16.527,142.104,333.1,3.5,1.8,2019-12-10,01:25,T,78,6.0NRT,300,93.2,D
