latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-19.932,144.392,345.6,1.2,1.1,2020-01-05,00:25,T,89,6.0NRT,311.6,44,D
-19.93,144.381,336.2,1.2,1.1,2020-01-05,00:25,T,62,6.0NRT,309.9,23.2,D
-19.82,143.716,340.4,1.4,1.2,2020-01-05,00:25,T,83,6.0NRT,311.9,37.6,D
-19.817,143.703,339.5,1.4,1.2,2020-01-05,00:25,T,82,6.0NRT,310.9,35.5,D
-19.809,143.718,357,1.4,1.2,2020-01-05,00:25,T,98,6.0NRT,311.5,92.3,D
-19.807,143.705,334.7,1.4,1.2,2020-01-05,00:25,T,69,6.0NRT,308.7,24.4,D
-19.799,143.72,340,1.4,1.2,2020-01-05,00:25,T,83,6.0NRT,310.9,39.6,D
-19.797,143.707,331.2,1.4,1.2,2020-01-05,00:25,T,56,6.0NRT,310,19.6,D
-19.786,143.709,331.2,1.4,1.2,2020-01-05,00:25,T,67,6.0NRT,309.8,20.1,D
-19.765,144.495,342.4,1.2,1.1,2020-01-05,00:25,T,86,6.0NRT,314.1,33,D
-19.763,144.483,332,1.2,1.1,2020-01-05,00:25,T,61,6.0NRT,314,10.2,D
-19.634,144.578,331.7,1.2,1.1,2020-01-05,00:25,T,22,6.0NRT,312.6,12,D
-19.032,146.615,314.7,1,1,2020-01-05,00:25,T,62,6.0NRT,302.5,8.4,D
-18.399,145.357,325.2,1.2,1.1,2020-01-05,00:25,T,36,6.0NRT,302.9,12.8,D
-18.397,145.346,329.9,1.2,1.1,2020-01-05,00:25,T,48,6.0NRT,306.5,18.7,D
-17.672,144.995,323.8,1.2,1.1,2020-01-05,00:25,T,47,6.0NRT,301.1,10.9,D
-17.1,144.078,330.9,1.4,1.2,2020-01-05,00:25,T,72,6.0NRT,306.1,15.1,D
-17.11,144.198,330,1.4,1.2,2020-01-05,00:25,T,74,6.0NRT,304.8,14.1,D
-17.108,144.185,330.6,1.4,1.2,2020-01-05,00:25,T,74,6.0NRT,304.2,15.6,D
-17.099,144.2,330.3,1.4,1.2,2020-01-05,00:25,T,74,6.0NRT,304.8,15.7,D
-17.095,144.174,340.4,1.4,1.2,2020-01-05,00:25,T,86,6.0NRT,304.1,42.5,D
-17.093,144.161,333.9,1.4,1.2,2020-01-05,00:25,T,79,6.0NRT,301.6,27,D
-17.022,144.098,331.3,1.4,1.2,2020-01-05,00:25,T,75,6.0NRT,304.4,18.3,D
-15.915,142.316,324.8,2,1.4,2020-01-05,00:25,T,0,6.0NRT,296.4,19.2,D
-15.913,142.322,328.4,2,1.4,2020-01-05,00:25,T,0,6.0NRT,296.6,30.4,D
-16.18,144.836,332.6,1.3,1.1,2020-01-05,00:25,T,79,6.0NRT,301.6,27.5,D
-16.178,144.824,338.3,1.3,1.1,2020-01-05,00:25,T,85,6.0NRT,299.9,40.6,D
-15.935,143.401,326.3,1.7,1.3,2020-01-05,00:25,T,63,6.0NRT,300,18.4,D
-25.432,149.183,389.3,1.2,1.1,2020-01-05,00:25,T,100,6.0NRT,319.1,234.8,D
-16.17,144.838,327.4,1.3,1.1,2020-01-05,00:25,T,59,6.0NRT,303.5,16.5,D
-16.168,144.826,328.3,1.3,1.1,2020-01-05,00:25,T,57,6.0NRT,304.4,18,D
-16.171,144.831,334.3,1.3,1.1,2020-01-05,00:25,T,81,6.0NRT,304,28.7,D
-15.935,143.392,325.9,1.7,1.3,2020-01-05,00:25,T,64,6.0NRT,299.7,19.4,D
-18.364,145.348,336.5,1.2,1.1,2020-01-05,00:25,T,78,6.0NRT,305.2,29.1,D
-17.637,144.717,328.6,1.3,1.1,2020-01-05,00:25,T,72,6.0NRT,306.4,10.7,D
-17.674,145,333,1.2,1.1,2020-01-05,00:25,T,79,6.0NRT,304.2,25.6,D
-25.434,149.195,346.3,1.2,1.1,2020-01-05,00:25,T,90,6.0NRT,312.4,49.9,D
-25.431,149.171,346.5,1.2,1.1,2020-01-05,00:25,T,90,6.0NRT,311.9,50.6,D
-25.426,149.208,335.3,1.2,1.1,2020-01-05,00:25,T,70,6.0NRT,312.7,23.7,D
-25.424,149.196,340.6,1.2,1.1,2020-01-05,00:25,T,80,6.0NRT,314.8,33.7,D
-25.423,149.184,335.7,1.2,1.1,2020-01-05,00:25,T,59,6.0NRT,314.8,24.4,D
-25.418,149.148,332.7,1.2,1.1,2020-01-05,00:25,T,57,6.0NRT,312.2,19.6,D
-25.417,149.222,343.6,1.2,1.1,2020-01-05,00:25,T,88,6.0NRT,314.1,40.5,D
-17.674,145.007,332.1,1.2,1.1,2020-01-05,00:25,T,78,6.0NRT,304.2,23.9,D
-25.4,149.163,335.7,1.2,1.1,2020-01-05,00:25,T,78,6.0NRT,314.4,22.5,D
-25.401,149.249,326.2,1.2,1.1,2020-01-05,00:25,T,48,6.0NRT,312.8,9.9,D
-25.39,149.165,338.6,1.2,1.1,2020-01-05,00:25,T,82,6.0NRT,314.8,29.5,D
-25.133,147.556,330,1,1,2020-01-05,00:25,T,51,6.0NRT,315.8,10,D
-25.132,147.546,328.3,1,1,2020-01-05,00:25,T,32,6.0NRT,315.1,8.2,D
-25.087,147.564,332,1,1,2020-01-05,00:25,T,50,6.0NRT,315.4,12.4,D
-25.087,147.627,330.3,1,1,2020-01-05,00:25,T,54,6.0NRT,317,11.3,D
-24.897,147.771,345.5,1,1,2020-01-05,00:25,T,90,6.0NRT,315.5,35.2,D
-24.886,147.762,336.3,1,1,2020-01-05,00:25,T,74,6.0NRT,314.7,18.4,D
-24.63,146.672,338.2,1,1,2020-01-05,00:25,T,57,6.0NRT,316,19,D
-24.629,146.662,335.9,1,1,2020-01-05,00:25,T,28,6.0NRT,318.2,15.6,D
-24.633,146.823,333.6,1,1,2020-01-05,00:25,T,64,6.0NRT,317.8,13.4,D
